;;;;;;;1º CICLO;;;;;;;;;;;;;;;;;;
EIXO;OBJETIVO;META;COD DA ACAO;AÇÃO;ENVOLVIDOS;PRAZO FINAL;Status da ação ;Detalhamento do que foi realizado - se possivel fazer uma descrição incluindo dados numéricos;Dificuldades encontradas/ Sugestões;;;;;;;;;;;;;;;;
Resíduos;Objetivo 30 – Controlar a geração e destinação de resíduos de construção civil e volumosos;Meta 36 – Realizar 100% das ações da meta; 231 ;Ação 231 - Controlar a destinação final ambientalmente adequada de obras, reformas e serviços geradores de RCC, a ser feita pelo prestador do serviço (todos os campi);DFO;2029;Em andamento;Exigência de apresentação do MTR associado ao PGRCC;Ação alcançada em Florianópolis, verificar com demais campi;;;;;;;;;;;;;;;;
Resíduos;Objetivo 30 – Controlar a geração e destinação de resíduos de construção civil e volumosos;Meta 36 – Realizar 100% das ações da meta; 232 ;Ação 232 - Disponibilizar serviço de carregamento interno, coleta externa e destinação ambientalmente adequada de RCC e volumosos gerados pela instituição (todos os campi);CGA;2026;Em andamento;Serviço realizado em Florianópolis e Joinville;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 30 – Controlar a geração e destinação de resíduos de construção civil e volumosos;Meta 36 – Realizar 100% das ações da meta; 233 ;Ação 233 - Realizar campanha de recolhimento ou redistribuição de materiais ociosos para reaproveitamento institucional ou destinação social (todos os campi). ;DGP;2029;;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 31 – Viabilizar a logística reversa de materiais com acordo setorial estabelecido;Meta 37 – Realizar 100% das ações da meta; 234 ;Ação 234 - Elaborar projeto e construir abrigo temporário de resíduos logística reversa - lâmpadas, pilhas e baterias e outros viáveis que venham a ser definidos pela Gestão de Resíduos (Campus Trindade);PU;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 31 – Viabilizar a logística reversa de materiais com acordo setorial estabelecido;Meta 37 – Realizar 100% das ações da meta; 235 ;Ação 235 - Equipar os campi fora de sede com PEVs e abrigos de resíduos de logística reversa viáveis (campi fora de Florianópolis);DPAE;2028;Não iniciado;Demanda não fomalizada pela DGA, especificando as necessidades.;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 31 – Viabilizar a logística reversa de materiais com acordo setorial estabelecido;Meta 37 – Realizar 100% das ações da meta; 236 ;"
Ação 236 - Prever a logística reversa nos Termos de Referência das aquisições de materiais com acordo setorial estabelecido (todos os campi)";DCOM;2027;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 31 – Viabilizar a logística reversa de materiais com acordo setorial estabelecido;Meta 37 – Realizar 100% das ações da meta; 237 ;Ação 237 - Buscar o atendimento da coleta interna, triagem e acondicionamento de resíduos de logística reversa, dos materiais viáveis (todos os campi);CGA;2029;Não iniciado;Lâmpadas de LED a serem coletadas via parceria com Comcap: REE e pilhas e baterias coleados via parceria com programa Reciclatec (CPDI e WEEdo);;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 32 – Garantir a proteção das Áreas de Preservação Permanente;Meta 38 – Reabilitar e/ou recuperar 20% das Áreas de Preservação Permanente (APPs) da UFSC; 238 ;Ação 238 - Implantar o  PRAD no Campus Trindade.;PU;2029;Em andamento;;;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 32 – Garantir a proteção das Áreas de Preservação Permanente;Meta 38 – Reabilitar e/ou recuperar 20% das Áreas de Preservação Permanente (APPs) da UFSC; 239 ;Ação 239 -Retirar os lavadores de carros das APPs do campus Trindade;PU;2025;Concluído;;;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 32 – Garantir a proteção das Áreas de Preservação Permanente;Meta 38 – Reabilitar e/ou recuperar 20% das Áreas de Preservação Permanente (APPs) da UFSC; 240 ;Ação 240 -Inserir placas indicativas em todas as Áreas de Preservação Permanente e de conservação da UFSC Trindade;PU;2029;Em andamento;;;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 32 – Garantir a proteção das Áreas de Preservação Permanente;Meta 38 – Reabilitar e/ou recuperar 20% das Áreas de Preservação Permanente (APPs) da UFSC; 241 ;Ação 241 -Identificar e diagnosticar demais áreas que necessitam de recuperação, restauração, reabilitação e/ou remediação da UFSC;PU;2029;Não iniciado;;Falta de recurso humano;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 32 – Garantir a proteção das Áreas de Preservação Permanente;Meta 38 – Reabilitar e/ou recuperar 20% das Áreas de Preservação Permanente (APPs) da UFSC; 242 ;Ação 242 - Elaborar documento contendo diretrizes sobre intervenções em APPs;CGA;2029;Não iniciado;Não iniciado;;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 32 – Garantir a proteção das Áreas de Preservação Permanente;Meta 38 – Reabilitar e/ou recuperar 20% das Áreas de Preservação Permanente (APPs) da UFSC; 243 ;Ação 243 - Recuperar as margens dos cursos da água e nascentes do Campus Trindade, em conformidade com o PRAD-TRI;PU;2029;Em andamento;;;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 32 – Garantir a proteção das Áreas de Preservação Permanente;Meta 38 – Reabilitar e/ou recuperar 20% das Áreas de Preservação Permanente (APPs) da UFSC; 244 ; Ação 244 - Manter a conservação ambiental do bosque do CFH.;CFH;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 32 – Garantir a proteção das Áreas de Preservação Permanente;Meta 38 – Reabilitar e/ou recuperar 20% das Áreas de Preservação Permanente (APPs) da UFSC; 245 ;Ação 245 - Elaborar plano de recuperação/ reabilitação da área de Pinus da Estação de Maricultura da UFSC na Barra da Lagora;CCA;2025;Em andamento;O plano de reflorestamento da área já foi formalizado pela Secretaria de Gestão Ambiental da UFSC (elaborado pelo servidor Alison). Paralelamente, o cronograma e o plano de corte dos Pinus foram estruturados em parceria com o Felipe, do LCM. A comunidade quilombola local (presidida por Helena) já iniciou o corte de uma parte das árvores, restando como perspectiva a abertura de processo licitatório para o leilão do restante da madeira.;Impasses jurídicos e de posse de terra envolvendo os limites entre a área do Parque e a comunidade quilombola, o que gerou paralisações e polêmicas no processo. Logística urbana complexa: a via principal (Beco dos Coroas) é muito estreita, impedindo o tráfego de caminhões madeireiros e ônibus de grande porte, demandando rotas alternativas de passagem. Falta de interesse comercial no leilão: as madeireiras evitam a região devido ao trânsito e à ausência de manejo prévio das árvores (que apresentam tamanhos irregulares, troncos diversos e valas no terreno), o que inviabiliza o uso de maquinário automatizado de corte.;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 32 – Garantir a proteção das Áreas de Preservação Permanente;Meta 38 – Reabilitar e/ou recuperar 20% das Áreas de Preservação Permanente (APPs) da UFSC; 246 ;Ação 246 - Definir APPs na Unidade Sede do Campus Curitibanos;DPAE;2029;Em andamento;Está em fase de finalização o relatório de monitoramento do fluxo hídrico do Campus Sede de Curitibanos. A partir desse estudo, será possível delimitar as Áreas de Preservação Permanente (APPs) existentes no campus.;As principais dificuldades encontradas estão relacionadas às definições legais de tipologia dos corpos hídricos.;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 33 – Promover a conservação e expansão da arborização e de áreas verdes;Meta 39 – Elaborar ao menos 2 planos voltados para a conservação ambiental na UFSC até 2029; 247 ;Ação 247 - Efetuar o inventario floristico de 85% das áreas do campus Trindade da UFSC;CGA;2029;Em andamento;Em fase de inventario, mas sem dados consolidados ainda;falta de recursos financeiros e humanos;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 33 – Promover a conservação e expansão da arborização e de áreas verdes;Meta 39 – Elaborar ao menos 2 planos voltados para a conservação ambiental na UFSC até 2029; 248 ;Ação 248 - Elaborar diretrizes para um plano de plantio de mudas de árvores nativas visando a conservação da natureza.;CGA;2029;Não iniciado;Não iniciado;Falta de recurso humano;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 33 – Promover a conservação e expansão da arborização e de áreas verdes;Meta 39 – Elaborar ao menos 2 planos voltados para a conservação ambiental na UFSC até 2029; 249 ;Ação 249 - Elaborar Plano de Controle das espécies exóticas invasoras (fauna e flora)  para a UFSC;CGA;2029;Não iniciado;Não iniciado;Falta de recurso humano;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 33 – Promover a conservação e expansão da arborização e de áreas verdes;Meta 39 – Elaborar ao menos 2 planos voltados para a conservação ambiental na UFSC até 2029; 250 ;Ação 250 - Estabelecer o Viveiro do DME/UFSC como centro de produção para consumo pela comunidade universitária.;PU;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 33 – Promover a conservação e expansão da arborização e de áreas verdes;Meta 39 – Elaborar ao menos 2 planos voltados para a conservação ambiental na UFSC até 2029; 251 ;Ação 251 - Elaborar o Plano de rearborização do campus Trindade;CGA;2029;Não iniciado;Não iniciado;Falta de recurso humano;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 33 – Promover a conservação e expansão da arborização e de áreas verdes;Meta 39 – Elaborar ao menos 2 planos voltados para a conservação ambiental na UFSC até 2029; 252 ;Ação 252 - Qualificar o corpo técnico para gestão de áreas verdes em questões de educação ambiental e manejo adequado agroecológico das plantas;DME;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 34 – Promover a conservação da fauna do Campus;Meta 40 – Elaborar ao menos 1 plano/ projeto voltados para a fauna na UFSC até 2029; 253 ;Ação 253 - Estabelecer comissão específica e elaborar planos de corredores e trampolins ecológicos da fauna;CGA;2029;Não iniciado;Não iniciado;Falta de recurso humano;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 34 – Promover a conservação da fauna do Campus;Meta 40 – Elaborar ao menos 1 plano/ projeto voltados para a fauna na UFSC até 2029; 254 ;Ação 254 -Estabelecer comissão específica e elaborar plano/projetos para conservação da fauna nativa presente nos Campi.;CGA;2029;Não iniciado;Não iniciado;Falta de recurso humano;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 34 – Promover a conservação da fauna do Campus;Meta 40 – Elaborar ao menos 1 plano/ projeto voltados para a fauna na UFSC até 2029; 255 ;Ação 255 -Orientar a comunidade universitária a como proceder em relação a fauna silvestre no ambito da UFSC;CGA;2029;Não iniciado;Não iniciado;Falta de recurso humano;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 35 – Realizar a gestão adequada das Unidades de Conservação da UFSC;Meta 41 – Definir a responsabilidade legal e o enquadramento Ambiental de 50% das UCs da UFSC; 256 ;Ação 256 - Dar encaminhamento as questões fundiárias do Manguezal do Itacorubi.;GR;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Biodiversidade;Objetivo 35 – Realizar a gestão adequada das Unidades de Conservação da UFSC;Meta 41 – Definir a responsabilidade legal e o enquadramento Ambiental de 50% das UCs da UFSC; 257 ;Ação 257 - Dar encaminhamento as questões relativas a UCAD.;CCB;2029;Não iniciado;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
